
*******************************************************************
==>> Run on: 2020-11-20 23:26:14
==>> Seed was set to: 1
==>> Dataset used: CIFAR10
==>> Batch size: 128
==>> Total training batches: 391
==>> Total validation batches: 0
==>> Total testing batches: 79
customizable_VGG(
  (features): Sequential(
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU(inplace=True)
    (2): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (4): ReLU(inplace=True)
    (5): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (6): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (7): ReLU(inplace=True)
    (8): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): ReLU(inplace=True)
    (10): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (11): Conv2d(256, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (12): ReLU(inplace=True)
    (13): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (14): ReLU(inplace=True)
    (15): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (16): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (17): ReLU(inplace=True)
    (18): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (19): ReLU(inplace=True)
    (20): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (classifier): Sequential(
    (0): Linear(in_features=512, out_features=512, bias=True)
    (1): ReLU(inplace=True)
    (2): Dropout(p=0.5, inplace=False)
    (3): Linear(in_features=512, out_features=512, bias=True)
    (4): ReLU(inplace=True)
    (5): Dropout(p=0.5, inplace=False)
    (6): Linear(in_features=512, out_features=10, bias=True)
  )
)
==>> Loaded model from checkpoint: ./results/checkpoint_clean_model.pth
Total 9217728 prunable parameters!
Prunable layer-wise: [1728, 73728, 294912, 589824, 1179648, 2359296, 2359296, 2359296]

Starting layer sensitivity analysis...

Pruning prunable layer with index 0:
==>>> Prunable layer 0 | pruned [0.06]  | val loss: 0.444180, val acc: 0.9083
==>>> Prunable layer 1 | pruned [30.00]  | val loss: 0.444019, val acc: 0.9079
==>>> Prunable layer 1 | pruned [35.00]  | val loss: 0.443419, val acc: 0.9087
==>>> Prunable layer 1 | pruned [40.00]  | val loss: 0.442778, val acc: 0.9083
==>>> Prunable layer 1 | pruned [45.00]  | val loss: 0.441702, val acc: 0.9082
==>>> Prunable layer 1 | pruned [50.00]  | val loss: 0.441499, val acc: 0.9077
==>>> Prunable layer 1 | pruned [55.00]  | val loss: 0.443073, val acc: 0.9079
==>>> Prunable layer 1 | pruned [60.00]  | val loss: 0.445348, val acc: 0.9081
==>>> Prunable layer 1 | pruned [65.00]  | val loss: 0.450354, val acc: 0.9044
==>>> Prunable layer 1 | pruned [70.00]  | val loss: 0.475535, val acc: 0.9006
==>>> Prunable layer 1 | pruned [75.00]  | val loss: 0.497704, val acc: 0.8947
==>>> Prunable layer 1 | pruned [80.00]  | val loss: 0.554399, val acc: 0.8841
==>>> Prunable layer 1 | pruned [85.00]  | val loss: 0.603090, val acc: 0.8712
==>>> Prunable layer 1 | pruned [90.00]  | val loss: 0.937265, val acc: 0.7987
==>>> Prunable layer 1 | pruned [95.00]  | val loss: 2.019810, val acc: 0.5791
==>>> Prunable layer 1 | pruned [100.00]  | val loss: 3.283250, val acc: 0.1000

Pruning prunable layer with index 2:
==>>> Prunable layer 2 | pruned [0.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 2 | pruned [5.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 2 | pruned [10.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 2 | pruned [15.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 2 | pruned [20.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 2 | pruned [25.00]  | val loss: 0.444194, val acc: 0.9083
==>>> Prunable layer 2 | pruned [30.00]  | val loss: 0.444183, val acc: 0.9081
==>>> Prunable layer 2 | pruned [35.00]  | val loss: 0.444721, val acc: 0.9082
==>>> Prunable layer 2 | pruned [40.00]  | val loss: 0.445621, val acc: 0.9085
==>>> Prunable layer 2 | pruned [45.00]  | val loss: 0.446033, val acc: 0.9078
==>>> Prunable layer 2 | pruned [50.00]  | val loss: 0.445645, val acc: 0.9086
==>>> Prunable layer 2 | pruned [55.00]  | val loss: 0.447020, val acc: 0.9068
==>>> Prunable layer 2 | pruned [60.00]  | val loss: 0.445116, val acc: 0.9073
==>>> Prunable layer 2 | pruned [65.00]  | val loss: 0.451678, val acc: 0.9051
==>>> Prunable layer 2 | pruned [70.00]  | val loss: 0.456644, val acc: 0.9040
==>>> Prunable layer 2 | pruned [75.00]  | val loss: 0.492100, val acc: 0.8953
==>>> Prunable layer 2 | pruned [80.00]  | val loss: 0.509613, val acc: 0.8889
==>>> Prunable layer 2 | pruned [85.00]  | val loss: 0.579294, val acc: 0.8611
==>>> Prunable layer 2 | pruned [90.00]  | val loss: 0.830256, val acc: 0.7849
==>>> Prunable layer 2 | pruned [95.00]  | val loss: 1.687876, val acc: 0.5263
==>>> Prunable layer 2 | pruned [100.00]  | val loss: 4.050981, val acc: 0.1000

Pruning prunable layer with index 3:
==>>> Prunable layer 3 | pruned [0.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 3 | pruned [5.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 3 | pruned [10.00]  | val loss: 0.444182, val acc: 0.9083
==>>> Prunable layer 3 | pruned [15.00]  | val loss: 0.444188, val acc: 0.9083
==>>> Prunable layer 3 | pruned [20.00]  | val loss: 0.444359, val acc: 0.9080
==>>> Prunable layer 3 | pruned [25.00]  | val loss: 0.444699, val acc: 0.9079
==>>> Prunable layer 3 | pruned [30.00]  | val loss: 0.444553, val acc: 0.9085
==>>> Prunable layer 3 | pruned [35.00]  | val loss: 0.444030, val acc: 0.9090
==>>> Prunable layer 3 | pruned [40.00]  | val loss: 0.444452, val acc: 0.9078
==>>> Prunable layer 3 | pruned [45.00]  | val loss: 0.446940, val acc: 0.9072
==>>> Prunable layer 3 | pruned [50.00]  | val loss: 0.448790, val acc: 0.9065
==>>> Prunable layer 3 | pruned [55.00]  | val loss: 0.453415, val acc: 0.9055
==>>> Prunable layer 3 | pruned [60.00]  | val loss: 0.461766, val acc: 0.9026
==>>> Prunable layer 3 | pruned [65.00]  | val loss: 0.477948, val acc: 0.8980
==>>> Prunable layer 3 | pruned [70.00]  | val loss: 0.506218, val acc: 0.8896
==>>> Prunable layer 3 | pruned [75.00]  | val loss: 0.550640, val acc: 0.8780
==>>> Prunable layer 3 | pruned [80.00]  | val loss: 0.649460, val acc: 0.8484
==>>> Prunable layer 3 | pruned [85.00]  | val loss: 0.800053, val acc: 0.8001
==>>> Prunable layer 3 | pruned [90.00]  | val loss: 1.158152, val acc: 0.6956
==>>> Prunable layer 3 | pruned [95.00]  | val loss: 1.958365, val acc: 0.4919
==>>> Prunable layer 3 | pruned [100.00]  | val loss: 3.086121, val acc: 0.1000

Pruning prunable layer with index 4:
==>>> Prunable layer 4 | pruned [0.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 4 | pruned [5.00]  | val loss: 0.444180, val acc: 0.9083
==>>> Prunable layer 4 | pruned [10.00]  | val loss: 0.444182, val acc: 0.9083
==>>> Prunable layer 4 | pruned [15.00]  | val loss: 0.444201, val acc: 0.9084
==>>> Prunable layer 4 | pruned [20.00]  | val loss: 0.444328, val acc: 0.9082
==>>> Prunable layer 4 | pruned [25.00]  | val loss: 0.444505, val acc: 0.9083
==>>> Prunable layer 4 | pruned [30.00]  | val loss: 0.444496, val acc: 0.9083
==>>> Prunable layer 4 | pruned [35.00]  | val loss: 0.445035, val acc: 0.9077
==>>> Prunable layer 4 | pruned [40.00]  | val loss: 0.445173, val acc: 0.9077
==>>> Prunable layer 4 | pruned [45.00]  | val loss: 0.445749, val acc: 0.9065
==>>> Prunable layer 4 | pruned [50.00]  | val loss: 0.447569, val acc: 0.9071
==>>> Prunable layer 4 | pruned [55.00]  | val loss: 0.451094, val acc: 0.9062
==>>> Prunable layer 4 | pruned [60.00]  | val loss: 0.453346, val acc: 0.9073
==>>> Prunable layer 4 | pruned [65.00]  | val loss: 0.460616, val acc: 0.9052
==>>> Prunable layer 4 | pruned [70.00]  | val loss: 0.467794, val acc: 0.9026
==>>> Prunable layer 4 | pruned [75.00]  | val loss: 0.482594, val acc: 0.8975
==>>> Prunable layer 4 | pruned [80.00]  | val loss: 0.504596, val acc: 0.8926
==>>> Prunable layer 4 | pruned [85.00]  | val loss: 0.530204, val acc: 0.8885
==>>> Prunable layer 4 | pruned [90.00]  | val loss: 0.566809, val acc: 0.8758
==>>> Prunable layer 4 | pruned [95.00]  | val loss: 0.636002, val acc: 0.8480
==>>> Prunable layer 4 | pruned [100.00]  | val loss: 4.082122, val acc: 0.1000

Pruning prunable layer with index 5:
==>>> Prunable layer 5 | pruned [0.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 5 | pruned [5.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 5 | pruned [10.00]  | val loss: 0.444178, val acc: 0.9083
==>>> Prunable layer 5 | pruned [15.00]  | val loss: 0.444187, val acc: 0.9083
==>>> Prunable layer 5 | pruned [20.00]  | val loss: 0.444188, val acc: 0.9084
==>>> Prunable layer 5 | pruned [25.00]  | val loss: 0.444190, val acc: 0.9085
==>>> Prunable layer 5 | pruned [30.00]  | val loss: 0.444202, val acc: 0.9085
==>>> Prunable layer 5 | pruned [35.00]  | val loss: 0.444284, val acc: 0.9084
==>>> Prunable layer 5 | pruned [40.00]  | val loss: 0.444341, val acc: 0.9082
==>>> Prunable layer 5 | pruned [45.00]  | val loss: 0.444546, val acc: 0.9081
==>>> Prunable layer 5 | pruned [50.00]  | val loss: 0.444783, val acc: 0.9083
==>>> Prunable layer 5 | pruned [55.00]  | val loss: 0.445148, val acc: 0.9078
==>>> Prunable layer 5 | pruned [60.00]  | val loss: 0.445671, val acc: 0.9074
==>>> Prunable layer 5 | pruned [65.00]  | val loss: 0.446701, val acc: 0.9072
==>>> Prunable layer 5 | pruned [70.00]  | val loss: 0.448743, val acc: 0.9076
==>>> Prunable layer 5 | pruned [75.00]  | val loss: 0.451540, val acc: 0.9057
==>>> Prunable layer 5 | pruned [80.00]  | val loss: 0.457254, val acc: 0.9047
==>>> Prunable layer 5 | pruned [85.00]  | val loss: 0.468513, val acc: 0.8992
==>>> Prunable layer 5 | pruned [90.00]  | val loss: 0.490057, val acc: 0.8914
==>>> Prunable layer 5 | pruned [95.00]  | val loss: 0.527648, val acc: 0.8775
==>>> Prunable layer 5 | pruned [100.00]  | val loss: 2.768805, val acc: 0.1000

Pruning prunable layer with index 6:
==>>> Prunable layer 6 | pruned [0.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 6 | pruned [5.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 6 | pruned [10.00]  | val loss: 0.444180, val acc: 0.9083
==>>> Prunable layer 6 | pruned [15.00]  | val loss: 0.444178, val acc: 0.9083
==>>> Prunable layer 6 | pruned [20.00]  | val loss: 0.444173, val acc: 0.9083
==>>> Prunable layer 6 | pruned [25.00]  | val loss: 0.444158, val acc: 0.9083
==>>> Prunable layer 6 | pruned [30.00]  | val loss: 0.444127, val acc: 0.9083
==>>> Prunable layer 6 | pruned [35.00]  | val loss: 0.444075, val acc: 0.9083
==>>> Prunable layer 6 | pruned [40.00]  | val loss: 0.443977, val acc: 0.9083
==>>> Prunable layer 6 | pruned [45.00]  | val loss: 0.443818, val acc: 0.9082
==>>> Prunable layer 6 | pruned [50.00]  | val loss: 0.443554, val acc: 0.9082
==>>> Prunable layer 6 | pruned [55.00]  | val loss: 0.443115, val acc: 0.9081
==>>> Prunable layer 6 | pruned [60.00]  | val loss: 0.442407, val acc: 0.9081
==>>> Prunable layer 6 | pruned [65.00]  | val loss: 0.441257, val acc: 0.9082
==>>> Prunable layer 6 | pruned [70.00]  | val loss: 0.439517, val acc: 0.9083
==>>> Prunable layer 6 | pruned [75.00]  | val loss: 0.436668, val acc: 0.9080
==>>> Prunable layer 6 | pruned [80.00]  | val loss: 0.431998, val acc: 0.9085
==>>> Prunable layer 6 | pruned [85.00]  | val loss: 0.423959, val acc: 0.9079
==>>> Prunable layer 6 | pruned [90.00]  | val loss: 0.409650, val acc: 0.9070
==>>> Prunable layer 6 | pruned [95.00]  | val loss: 0.384250, val acc: 0.9042
==>>> Prunable layer 6 | pruned [100.00]  | val loss: 2.948815, val acc: 0.1000

Pruning prunable layer with index 7:
==>>> Prunable layer 7 | pruned [0.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 7 | pruned [5.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 7 | pruned [10.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 7 | pruned [15.00]  | val loss: 0.444181, val acc: 0.9083
==>>> Prunable layer 7 | pruned [20.00]  | val loss: 0.444180, val acc: 0.9083
==>>> Prunable layer 7 | pruned [25.00]  | val loss: 0.444180, val acc: 0.9083
==>>> Prunable layer 7 | pruned [30.00]  | val loss: 0.444179, val acc: 0.9083
==>>> Prunable layer 7 | pruned [35.00]  | val loss: 0.444177, val acc: 0.9083
==>>> Prunable layer 7 | pruned [40.00]  | val loss: 0.444172, val acc: 0.9083
==>>> Prunable layer 7 | pruned [45.00]  | val loss: 0.444161, val acc: 0.9083
==>>> Prunable layer 7 | pruned [50.00]  | val loss: 0.444141, val acc: 0.9083
==>>> Prunable layer 7 | pruned [55.00]  | val loss: 0.444104, val acc: 0.9083
==>>> Prunable layer 7 | pruned [60.00]  | val loss: 0.444041, val acc: 0.9084
==>>> Prunable layer 7 | pruned [65.00]  | val loss: 0.443912, val acc: 0.9084
==>>> Prunable layer 7 | pruned [70.00]  | val loss: 0.443670, val acc: 0.9084
==>>> Prunable layer 7 | pruned [75.00]  | val loss: 0.443207, val acc: 0.9083
==>>> Prunable layer 7 | pruned [80.00]  | val loss: 0.442270, val acc: 0.9083
==>>> Prunable layer 7 | pruned [85.00]  | val loss: 0.440221, val acc: 0.9081
==>>> Prunable layer 7 | pruned [90.00]  | val loss: 0.435134, val acc: 0.9083
==>>> Prunable layer 7 | pruned [95.00]  | val loss: 0.419020, val acc: 0.9083
==>>> Prunable layer 7 | pruned [100.00]  | val loss: 2.638312, val acc: 0.1000
